AUD-005154,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Aggression\vsd_angry_182_00424.wav,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Aggression\vsd_angry_182_00424_dup.wav,move:Aggression
AUD-005177,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Aggression\vsd_angry_204_00000.wav,C:\Users\CZ\Desktop\SonicSentinel AI\_to_delete\label_audit\Aggression\vsd_angry_204_00000.wav,delete
AUD-005182,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Aggression\vsd_angry_204_01318.wav,C:\Users\CZ\Desktop\SonicSentinel AI\_to_delete\label_audit\Aggression\vsd_angry_204_01318.wav,delete
AUD-005011,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Aggression\vsd_angry_084_00708.wav,C:\Users\CZ\Desktop\SonicSentinel AI\_to_delete\label_audit\Aggression\vsd_angry_084_00708.wav,delete
AUD-005013,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Aggression\vsd_angry_085_00212.wav,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Aggression\vsd_angry_085_00212_dup.wav,move:Aggression
AUD-005022,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Aggression\vsd_angry_092_00717.wav,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Aggression\vsd_angry_092_00717_dup.wav,move:Aggression
AUD-005024,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Aggression\vsd_angry_093_00134.wav,C:\Users\CZ\Desktop\SonicSentinel AI\_to_delete\label_audit\Aggression\vsd_angry_093_00134.wav,delete
AUD-001374,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Alarm or Siren\us8k_74364-8-1-0.wav,C:\Users\CZ\Desktop\SonicSentinel AI\_to_delete\label_audit\Alarm or Siren\us8k_74364-8-1-0.wav,delete
AUD-001427,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Alarm or Siren\us8k_88121-8-1-0.wav,C:\Users\CZ\Desktop\SonicSentinel AI\_to_delete\label_audit\Alarm or Siren\us8k_88121-8-1-0.wav,delete
AUD-001428,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Alarm or Siren\us8k_88121-8-2-0.wav,C:\Users\CZ\Desktop\SonicSentinel AI\_to_delete\label_audit\Alarm or Siren\us8k_88121-8-2-0.wav,delete
AUD-000659,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Alarm or Siren\esc50_3-148297-A-37.wav,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Alarm or Siren\esc50_3-148297-A-37_dup.wav,move:Alarm or Siren
AUD-000677,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Alarm or Siren\esc50_4-204684-A-37.wav,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Alarm or Siren\esc50_4-204684-A-37_dup.wav,move:Alarm or Siren
AUD-004910,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Aggression\vsd_angry_018_00455.wav,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Aggression\vsd_angry_018_00455_dup.wav,move:Aggression
AUD-004912,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Aggression\vsd_angry_021_00190.wav,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Aggression\vsd_angry_021_00190_dup.wav,move:Aggression
AUD-004919,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Aggression\vsd_angry_026_00490.wav,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Aggression\vsd_angry_026_00490_dup.wav,move:Aggression
AUD-004934,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Aggression\vsd_angry_039_00470.wav,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Aggression\vsd_angry_039_00470_dup.wav,move:Aggression
AUD-004582,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Panic Scream\scream_LFfJ0bc8V1M_out.wav,C:\Users\CZ\Desktop\SonicSentinel AI\_to_delete\label_audit\Panic Scream\scream_LFfJ0bc8V1M_out.wav,delete
AUD-004618,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Panic Scream\scream_N2ttrM3FlcQ_out.wav,C:\Users\CZ\Desktop\SonicSentinel AI\_to_delete\label_audit\Panic Scream\scream_N2ttrM3FlcQ_out.wav,delete
AUD-004649,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Panic Scream\scream_oThV7hjNJaQ_out.wav,C:\Users\CZ\Desktop\SonicSentinel AI\_to_delete\label_audit\Panic Scream\scream_oThV7hjNJaQ_out.wav,delete
AUD-004358,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Panic Scream\scream_BfVcHcorGS8_out.wav,C:\Users\CZ\Desktop\SonicSentinel AI\_to_delete\label_audit\Panic Scream\scream_BfVcHcorGS8_out.wav,delete
AUD-004373,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Panic Scream\scream_C07OgADP2y0_out.wav,C:\Users\CZ\Desktop\SonicSentinel AI\_to_delete\label_audit\Panic Scream\scream_C07OgADP2y0_out.wav,delete
AUD-004426,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Panic Scream\scream_E-V7blxcItc_out.wav,C:\Users\CZ\Desktop\SonicSentinel AI\_to_delete\label_audit\Panic Scream\scream_E-V7blxcItc_out.wav,delete
AUD-004451,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Panic Scream\scream_FegpbrOw14k_out.wav,C:\Users\CZ\Desktop\SonicSentinel AI\_to_delete\label_audit\Panic Scream\scream_FegpbrOw14k_out.wav,delete
AUD-004462,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Panic Scream\scream_FrMqnic0t7E_out.wav,C:\Users\CZ\Desktop\SonicSentinel AI\_to_delete\label_audit\Panic Scream\scream_FrMqnic0t7E_out.wav,delete
AUD-004466,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Panic Scream\scream_FwjZ2_87y1k_out.wav,C:\Users\CZ\Desktop\SonicSentinel AI\_to_delete\label_audit\Panic Scream\scream_FwjZ2_87y1k_out.wav,delete
AUD-004538,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Panic Scream\scream_jc8SPqDauFA_out.wav,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Panic Scream\scream_jc8SPqDauFA_out_dup.wav,move:Panic Scream
AUD-005904,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Background Noise\esc50_5-210540-A-13.wav,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Animal Sound\esc50_5-210540-A-13.wav,move:Animal Sound
AUD-005913,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Background Noise\esc50_5-219342-A-38.wav,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Background Noise\esc50_5-219342-A-38_dup.wav,move:Background Noise
AUD-001504,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Vehicle Horn\esc50_3-146697-A-43.wav,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Background Noise\esc50_3-146697-A-43.wav,move:Background Noise
AUD-004258,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Panic Scream\scream_88SopTWiKLg_out.wav,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Panic Scream\scream_88SopTWiKLg_out_dup.wav,move:Panic Scream
AUD-004265,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Panic Scream\scream_8KLDKzOulAw_out.wav,C:\Users\CZ\Desktop\SonicSentinel AI\_to_delete\label_audit\Panic Scream\scream_8KLDKzOulAw_out.wav,delete
AUD-004094,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Gunshot\us8k_78776-6-0-0.wav,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Gunshot\us8k_78776-6-0-0_dup.wav,move:Gunshot
AUD-004131,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Panic Scream\scream_1HUt1HOLaeY_out.wav,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Background Noise\scream_1HUt1HOLaeY_out.wav,move:Background Noise
AUD-005994,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Background Noise\extra_freesound_community-glass-wipe-75164.mp3,C:\Users\CZ\Desktop\SonicSentinel AI\_to_delete\label_audit\Background Noise\extra_freesound_community-glass-wipe-75164.mp3,delete
AUD-006281,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Background Noise\notscream_1mOxqUT_AKc_out.wav,C:\Users\CZ\Desktop\SonicSentinel AI\_to_delete\label_audit\Background Noise\notscream_1mOxqUT_AKc_out.wav,delete
AUD-002759,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Animal Sound\us8k_35629-3-3-0.wav,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Animal Sound\us8k_35629-3-3-0_dup.wav,move:Animal Sound
AUD-006290,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Background Noise\notscream_2DtIskP6SN0_out.wav,C:\Users\CZ\Desktop\SonicSentinel AI\_to_delete\label_audit\Background Noise\notscream_2DtIskP6SN0_out.wav,delete
AUD-006294,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Background Noise\notscream_2XFwH-VGWjU_out.wav,C:\Users\CZ\Desktop\SonicSentinel AI\_to_delete\label_audit\Background Noise\notscream_2XFwH-VGWjU_out.wav,delete
AUD-006298,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Background Noise\notscream_3dw4ETcqtQk_out.wav,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Panic Scream\notscream_3dw4ETcqtQk_out.wav,move:Panic Scream
AUD-006305,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Background Noise\notscream_5bKeBLyRTz0_out.wav,C:\Users\CZ\Desktop\SonicSentinel AI\_to_delete\label_audit\Background Noise\notscream_5bKeBLyRTz0_out.wav,delete
AUD-006308,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Background Noise\notscream_5gB0wpfKeOk_out.wav,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Panic Scream\notscream_5gB0wpfKeOk_out.wav,move:Panic Scream
AUD-006369,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Background Noise\notscream_CcXfe1xEuhA_out.wav,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Panic Scream\notscream_CcXfe1xEuhA_out.wav,move:Panic Scream
AUD-006372,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Background Noise\notscream_cKBekkF-cdo_out.wav,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Panic Scream\notscream_cKBekkF-cdo_out.wav,move:Panic Scream
AUD-006635,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Background Noise\rec_S00_20260924_015645_020.wav,C:\Users\CZ\Desktop\SonicSentinel AI\_to_delete\label_audit\Background Noise\rec_S00_20260924_015645_020.wav,delete
AUD-006704,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Background Noise\us8k_123399-2-0-19.wav,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Background Noise\us8k_123399-2-0-19_dup.wav,move:Background Noise
AUD-001716,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Vehicle Horn\us8k_71309-1-0-0.wav,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Vehicle Horn\us8k_71309-1-0-0_dup.wav,move:Vehicle Horn
AUD-001823,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Vehicle Horn\us8k_7389-1-0-0.wav,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Vehicle Horn\us8k_7389-1-0-0_dup.wav,move:Vehicle Horn
AUD-001472,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Alarm or Siren\us8k_94636-8-0-19.wav,C:\Users\CZ\Desktop\SonicSentinel AI\_to_delete\label_audit\Alarm or Siren\us8k_94636-8-0-19.wav,delete
AUD-002521,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Animal Sound\us8k_175915-3-0-1.wav,C:\Users\CZ\Desktop\SonicSentinel AI\_to_delete\label_audit\Animal Sound\us8k_175915-3-0-1.wav,delete
AUD-002590,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Animal Sound\us8k_190996-3-0-8.wav,C:\Users\CZ\Desktop\SonicSentinel AI\_to_delete\label_audit\Animal Sound\us8k_190996-3-0-8.wav,delete
AUD-002630,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Animal Sound\us8k_197075-3-7-5.wav,C:\Users\CZ\Desktop\SonicSentinel AI\_to_delete\label_audit\Animal Sound\us8k_197075-3-7-5.wav,delete
AUD-002652,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Animal Sound\us8k_203356-3-0-1.wav,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Animal Sound\us8k_203356-3-0-1_dup.wav,move:Animal Sound
AUD-002249,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Animal Sound\esc50_5-233787-A-7.wav,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Animal Sound\esc50_5-233787-A-7_dup.wav,move:Animal Sound
AUD-001842,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Vehicle Horn\us8k_7389-1-4-0.wav,C:\Users\CZ\Desktop\SonicSentinel AI\_to_delete\label_audit\Vehicle Horn\us8k_7389-1-4-0.wav,delete
AUD-001922,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Animal Sound\esc50_1-44831-A-1.wav,C:\Users\CZ\Desktop\SonicSentinel AI\_to_delete\label_audit\Animal Sound\esc50_1-44831-A-1.wav,delete
AUD-006574,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Background Noise\notscream_vsDriIwNAmU_out.wav,C:\Users\CZ\Desktop\SonicSentinel AI\_to_delete\label_audit\Background Noise\notscream_vsDriIwNAmU_out.wav,delete
AUD-006585,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Background Noise\notscream_WyWE44m1TtA_out.wav,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Animal Sound\notscream_WyWE44m1TtA_out.wav,move:Animal Sound
AUD-006606,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Background Noise\notscream_yZ4Z2WZ5efw_out.wav,C:\Users\CZ\Desktop\SonicSentinel AI\_to_delete\label_audit\Background Noise\notscream_yZ4Z2WZ5efw_out.wav,delete
AUD-006609,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Background Noise\notscream_zC3MxGNQ4fY_out.wav,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Panic Scream\notscream_zC3MxGNQ4fY_out.wav,move:Panic Scream
AUD-002429,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Animal Sound\us8k_155299-3-0-1.wav,C:\Users\CZ\Desktop\SonicSentinel AI\_to_delete\label_audit\Animal Sound\us8k_155299-3-0-1.wav,delete
AUD-002479,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Animal Sound\us8k_161923-3-0-5.wav,C:\Users\CZ\Desktop\SonicSentinel AI\_to_delete\label_audit\Animal Sound\us8k_161923-3-0-5.wav,delete
AUD-006379,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Background Noise\notscream_CVcySsjK8Es_out.wav,C:\Users\CZ\Desktop\SonicSentinel AI\_to_delete\label_audit\Background Noise\notscream_CVcySsjK8Es_out.wav,delete
AUD-006382,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Background Noise\notscream_D5ebkJwpPrg_out.wav,C:\Users\CZ\Desktop\SonicSentinel AI\_to_delete\label_audit\Background Noise\notscream_D5ebkJwpPrg_out.wav,delete
AUD-006384,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Background Noise\notscream_DemqL00CVVQ_out.wav,C:\Users\CZ\Desktop\SonicSentinel AI\_to_delete\label_audit\Background Noise\notscream_DemqL00CVVQ_out.wav,delete
AUD-006397,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Background Noise\notscream_e5KzMxbeA2Q_out.wav,C:\Users\CZ\Desktop\SonicSentinel AI\_to_delete\label_audit\Background Noise\notscream_e5KzMxbeA2Q_out.wav,delete
AUD-002201,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Animal Sound\esc50_5-127990-A-2.wav,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Animal Sound\esc50_5-127990-A-2_dup.wav,move:Animal Sound
AUD-002207,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Animal Sound\esc50_5-172639-A-5.wav,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Animal Sound\esc50_5-172639-A-5_dup.wav,move:Animal Sound
AUD-006458,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Background Noise\notscream_JFbS_nVA-KI_out.wav,C:\Users\CZ\Desktop\SonicSentinel AI\_to_delete\label_audit\Background Noise\notscream_JFbS_nVA-KI_out.wav,delete
AUD-006490,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Background Noise\notscream_mHPeZzWcOeQ_out.wav,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Background Noise\notscream_mHPeZzWcOeQ_out_dup.wav,move:Background Noise
AUD-002122,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Animal Sound\esc50_4-143118-A-7.wav,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Animal Sound\esc50_4-143118-A-7_dup.wav,move:Animal Sound
AUD-001945,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Animal Sound\esc50_1-73585-A-7.wav,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Background Noise\esc50_1-73585-A-7.wav,move:Background Noise
AUD-001994,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Animal Sound\esc50_2-160128-A-7.wav,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Animal Sound\esc50_2-160128-A-7_dup.wav,move:Animal Sound
AUD-006500,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Background Noise\notscream_nhoLUwa7wZY_out.wav,C:\Users\CZ\Desktop\SonicSentinel AI\_to_delete\label_audit\Background Noise\notscream_nhoLUwa7wZY_out.wav,delete
AUD-006521,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Background Noise\notscream_Pdd2UAQu28g_out.wav,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Panic Scream\notscream_Pdd2UAQu28g_out.wav,move:Panic Scream
AUD-006523,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Background Noise\notscream_PIdcZV3BNHU_out.wav,C:\Users\CZ\Desktop\SonicSentinel AI\_to_delete\label_audit\Background Noise\notscream_PIdcZV3BNHU_out.wav,delete
AUD-000542,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Glass Breaking\esc50_1-84705-A-39.wav,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Glass Breaking\esc50_1-84705-A-39_dup.wav,move:Glass Breaking
AUD-000547,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Glass Breaking\esc50_2-106881-A-39.wav,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Glass Breaking\esc50_2-106881-A-39_dup.wav,move:Glass Breaking
AUD-006847,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Background Noise\us8k_205610-4-0-0.wav,C:\Users\CZ\Desktop\SonicSentinel AI\_to_delete\label_audit\Background Noise\us8k_205610-4-0-0.wav,delete
AUD-006862,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Background Noise\us8k_33340-7-15-0.wav,C:\Users\CZ\Desktop\SonicSentinel AI\_to_delete\label_audit\Background Noise\us8k_33340-7-15-0.wav,delete
AUD-006887,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Background Noise\us8k_60935-2-0-4.wav,C:\Users\CZ\Desktop\SonicSentinel AI\_to_delete\label_audit\Background Noise\us8k_60935-2-0-4.wav,delete
AUD-006782,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Background Noise\us8k_175904-2-0-24.wav,C:\Users\CZ\Desktop\SonicSentinel AI\_to_delete\label_audit\Background Noise\us8k_175904-2-0-24.wav,delete
AUD-006800,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Background Noise\us8k_17913-4-2-0.wav,C:\Users\CZ\Desktop\SonicSentinel AI\_to_delete\label_audit\Background Noise\us8k_17913-4-2-0.wav,delete
AUD-000812,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Alarm or Siren\us8k_121528-8-1-1.wav,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Background Noise\us8k_121528-8-1-1.wav,move:Background Noise
AUD-006505,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Background Noise\notscream_o274yH7D0Og_out.wav,C:\Users\CZ\Desktop\SonicSentinel AI\_to_delete\label_audit\Background Noise\notscream_o274yH7D0Og_out.wav,delete
AUD-006534,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Background Noise\notscream_Qyq67PSyedI_out.wav,C:\Users\CZ\Desktop\SonicSentinel AI\_to_delete\label_audit\Background Noise\notscream_Qyq67PSyedI_out.wav,delete
AUD-006532,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Background Noise\notscream_qDXuGb91ld0_out.wav,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Background Noise\notscream_qDXuGb91ld0_out_dup.wav,move:Background Noise
AUD-001981,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Animal Sound\esc50_2-119161-B-8.wav,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Animal Sound\esc50_2-119161-B-8_dup.wav,move:Animal Sound
AUD-002037,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Animal Sound\esc50_3-105236-A-7.wav,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Animal Sound\esc50_3-105236-A-7_dup.wav,move:Animal Sound
AUD-005212,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Person Asking for Help\rec_S03_20260924_033925_026.wav,C:\Users\CZ\Desktop\SonicSentinel AI\_to_delete\label_audit\Person Asking for Help\rec_S03_20260924_033925_026.wav,delete
AUD-002101,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Animal Sound\esc50_3-257858-A-2.wav,C:\Users\CZ\Desktop\SonicSentinel AI\_to_delete\label_audit\Animal Sound\esc50_3-257858-A-2.wav,delete
AUD-002094,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Animal Sound\esc50_3-233151-A-2.wav,C:\Users\CZ\Desktop\SonicSentinel AI\_to_delete\label_audit\Animal Sound\esc50_3-233151-A-2.wav,delete
AUD-002053,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Animal Sound\esc50_3-129264-A-9.wav,C:\Users\CZ\Desktop\SonicSentinel AI\_to_delete\label_audit\Animal Sound\esc50_3-129264-A-9.wav,delete
AUD-006499,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Background Noise\notscream_nck7Z9MtNIU_out.wav,C:\Users\CZ\Desktop\SonicSentinel AI\_to_delete\label_audit\Background Noise\notscream_nck7Z9MtNIU_out.wav,delete
AUD-006854,C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Background Noise\us8k_22883-7-81-0.wav,C:\Users\CZ\Desktop\SonicSentinel AI\_to_delete\label_audit\Background Noise\us8k_22883-7-81-0.wav,delete
